게임,문제,정답,제보자
꽁꽁,가솔린과 등유와의 중간에 있는 조제 가솔린을 OOO(이)라 한다.,나프타,
꽁꽁,"가수 '춘자'가 설운도와 함께 이 곡의 뮤직비디오를 찍었는데, 이 곡의 제목은 남자는 가로 여자는 00이다. 00는 무엇인가?",세로,
꽁꽁,가수 겸 영화배우 제이퍼 로페즈가 심리학자로 출연한 영화는?,더셀,
꽁꽁,가수 김장훈을 CF 모델로 기용한 인터넷 회사는?,라이코스,
꽁꽁,가수 박지윤이 방송에 데뷔한 계기는?,해태제과 CF 모델로,
꽁꽁,가수 박지윤이 출연한 드라마는?,고스트,
꽁꽁,가수 백지영의 1집을 프로듀스한 사람은 OOO이다.,김시원,
꽁꽁,가수 보아의 본명은?,권보아,
꽁꽁,가수 서태지 팬을 상징하는 것은?,노랑 손수건,
꽁꽁,가수 신성우와의 파혼 이후 가수 김태욱과 결혼을 한 여자 탤런트는 OOO이다.,채시라,
꽁꽁,가수 신해철이 음악을 담당한 송능한 감독의 2번째 영화는?,세기말,
꽁꽁,가수 신해철이 직접 프로듀서한 4인조 남성그룹은?,문차일드,
꽁꽁,가수 양희은의 대학시절 전공은?,영문학과,
꽁꽁,가수 엄정화의 데뷔곡은?,눈동자,
꽁꽁,가수 이승환과 그의 밴드들을 가르키는 말은?,드림 팩토리,
꽁꽁,"가수 이재수, 싸이 ,자두 등과 밀접한 관련이 있는 단어이다. 기괴한 일이나 물건에 호기심을 가지고 즐겨 찾아다니는 것을 00라 한다",엽기,
꽁꽁,가수 이정현이 가수 데뷔전 출연하여 춤 솜씨를 과시한 그룹 구피의 뮤직 비디오는?,게임의법칙,
꽁꽁,"가수 젝스키스는 해체한 그룹이다. 젝스키스의 여섯 멤버는 장수원, 이재진, 은지원, 강성훈, 고지용 그리고 OOO 이다.",김재덕,
꽁꽁,"가수 조성모, 김건모, 안재욱 등이 소속되어 있는 레코드사는 어디인가?",도레미미디어,
꽁꽁,가수 중에는 실용 음악과 출신이 많다 다음 중 전공이 다른 하나는?,서문탁,
꽁꽁,가수 포지션의 노래 <블루 데이 >의 뮤직비디오에 출연한 여배우는?,한고은,
꽁꽁,가수 포지션의 노래 <Blue day>의 뮤직비디오에 출연한 여배우는?,한고은,
꽁꽁,가수 홍경민의 4집 앨범 타이틀 곡은?,가져가,
꽁꽁,가수가 꿈인 12살 미누치(루나)가 주인공인 이 만화/에니메이션의 제목은?,달빛천사,
꽁꽁,"가수로 왕성한 활동을 하고 있으며 '가', '평화'등을 부른 이 가수는 OOO이다.",이정현,
꽁꽁,가수이자 탤런트인 이혜영의 남편인 룰라의 리더는 OOO이다.,이상민,
꽁꽁,"가스와 먼지 등으로 이루어진 대규모의 성간물질이다. 성단은 수백 개에서 수십만 개의 별로 이루어진 별들의 집단이고, ○○은 가스와 먼지 등으로 이루어진 성간물질이다.?",성운,
꽁꽁,가슴의 윗쪽에 있는 삼각형의 크고 넓은 근육은?,대흉근,
꽁꽁,가시에 찔렸을 때는 이 야채의 잎을 짓이겨 찔린 부위에 4~5회 갈아 붙여 주면 박혔던 가시가 머리를 내보인다고 합니다 이 야채는 무엇입니까?,부추,
꽁꽁,가야 하는지 말아야 하는지 결정하기 어렵다는 뜻의 고사성어는 OOOO이다.,거주양난,
꽁꽁,가야 할 때가(대가) 언제인가를/분명히 알고 가는 이의/뒷 모습은 얼마나 아름다운가'로 시작되는 이 시의 제목은?,낙화,
꽁꽁,가야금을 만든 사람은 낙동강 유역의 가야 땅에서 살던 OO이라는 음악가이다.,우륵,
꽁꽁,가야금의 줄은 몇 개 인가?,12줄,
꽁꽁,가야의 토기 문화가 일본에 전래되어 생겨난 일본의 토기는?,스에키,
꽁꽁,가얏고라고도 하며 우륵이 신라에 전파한 전통 악기는 OOO이다.,가야금,
꽁꽁,가옥의 파괴가 30% 이하로 산사태가 일어 나는 수준의 지진을 일컷는 말은?,열진,
꽁꽁,가요계의 세요정이라고 부르는 이 팀의 이름은 OOO이다.,SES,
꽁꽁,"가운데가 두껍고 가장자리로 갈수록 얇아지는 렌즈로, 돋보기로 쓰이는 것은 OO렌즈이다.",볼록,
꽁꽁,가위는 가위인데 자르지 못하는 가위는?,한가위,
꽁꽁,가위바위보를 북한에서는 무엇이라고 하는가?,가위주먹,
꽁꽁,가위바위보를 할 때 주먹이나 가위를 내기 싫으면 무엇을 낼까?,보,
꽁꽁,가을 서리'와도 같이 엄정한 위엄이나 명령을 가리키는 한자어는 무엇인가?,추상,
꽁꽁,가을날 고추를 널어 말리는 모녀 3대를 주인공으로 한 영화 <고추말리기>의 감독은?,장희선,
꽁꽁,가을철의 잔잔하고 맑은 물결이란 뜻이다 사랑의 감정을 담은 넌짓한 눈짓을 뜻하는 말은 OO이다.,추파,
꽁꽁,가입자들이 질병이나 상해 등으로 치료를 받을 때에 입원비 약값 등에서 일정 비율의 공제를 받는 제도를 무엇이라 하는가?,의료보험제도,
꽁꽁,"가장 간단하고 거리가 짧은 운반도구로, 한국에서는 쇠붙이를 재료로 쓰기도 하는 이것은?",젓가락,
꽁꽁,가장 권위있는 축구대회?,월드컵,
꽁꽁,가장 급하게 만들어 먹은 떡은?,헐레벌떡,
꽁꽁,가장 많은 수의 도둑이 등장하는 영화는?,신투차세대,
꽁꽁,가장 많은 작품을 남긴 롤플레잉 게임 비디오 게임 시리즈' 기네스 세계기록을 가진 게임 시리즈는 000000 시리즈이다. (6글자),파이널판타지,
꽁꽁,가장 무거워 보이는 색은?,검정,
꽁꽁,가장 오래 서비스 중인 악기 연주형 리듬 게임은?,기타프릭스,
꽁꽁,가장 온도가 높은 별의 색깔은?,파란색 별,
꽁꽁,가장 작고 가장 가벼우며 가장 회전이 많은 공을 가지고 민첩하게 움직이는 스포츠는?,탁구,
꽁꽁,가전체 문학에 해당하지 않는 것은?,옹고집전,
꽁꽁,가전체 소설 <국순전>과 <국선생전>은 무엇을 의인화 한 작품인가?,술,
꽁꽁,가전체 작품인 이첨의 '저생전'은 무엇을 의인화하여 쓴 작품인가?,종이,
꽁꽁,가정 주부가 자신의 정체성에 대해 회의하게 되는 심리적 현상은?,공소증후군,
꽁꽁,가정법원에서 사건처리의 주목적은 무엇인가?,화해와 조정,
꽁꽁,가정소설의 하나로 숙종 때 김만중이 지은 소설은 OOOOO이다.,사씨남정기,
꽁꽁,가제트의 성은 OO이다.?,마징,
꽁꽁,가죽 주머니로 공을 만들어 발로 차던 경기로 오늘날의 축구와 유사한 이운동은,축국,
꽁꽁,가지고 놀 수 없는 공은??,뱃사공,
꽁꽁,가지에 박힌 그루터기를 무엇이라 하는가?,옹이,
꽁꽁,가축 중에서 조류에 속하는 것을 무엇이라 하는가?,가금,
꽁꽁,가축 중에서 조류에 속하는 것을 무엇이라고 하는가?,가금,
꽁꽁,가혹하게 세금을 징수하거나 물건을 강제로 청구하여 재물을 빼앗아 국민을 괴롭히는 것을 OOOO이라 한다.,가렴주구,
꽁꽁,가혹한 정치는 호랑이 보다 무섭다'는 듯의 한자 성어는 OOOOO이다.,가정맹어호,
꽁꽁,각 나라에 해당하는 도메인은 영문자 2개로 표시된다.(예: KR - 한국) 도메인이 GU인 곳은?,괌,
꽁꽁,각 민족은 정치적 운명을 스스로 결정할 권리가 있으며 다른 민족의 간섭을 받을 수 없다는 민족자결주의 의 제창자는?,윌슨,
꽁꽁,각 주자의 코스가 정해지지 않고 자유롭게 달리도록 한 주로를 OO 코스라고 한다.,오픈,
꽁꽁,각 지방 관아의 육방 의 하나로 조선 시대에 형벌에 관한 사무를 맡아보던 곳은?,형방,
꽁꽁,각 팀이 정한 구역을 규정의 선수로 릴레이하면서 겨루는 장거리 경주를 가리키는 용어는?,역전경주,
꽁꽁,각각 일을 나누어 맡아 물건을 생산하는 것을 무엇이라고 하는가?,분업 혹은 각업,
꽁꽁,각각의 근육이 정해진 역할을 하면서 조화로운 동작을 이루어 내는 것을 ○○○ 이라고 한다.,협응력,
꽁꽁,각각의 웹사이트에 들어갈 때 처음 나타나는 초기화면을 무엇이라고 하는가?,홈페이지,
꽁꽁,각국 근로조건의 국제적 표준화를 추진하는 다자간 협상으로 노동라운드라고도 하는 것은 ○○○○○이다.,블루라운드,
꽁꽁,각국의 경제를 합쳐 하나의 경제권을 형성하는 것으로 시장을 확대하여 대규모 생산과 이익을 얻기 위한 것은?,경제통합,
꽁꽁,각국의 미녀들이 나와서 여러가지 주제로 토크를 하는 글로벌 토크쇼의 이름은?,미녀들의수다 또는 미수다,
꽁꽁,"각국의 전통 음악에 관한 문제이다. [문제] '볼가의 뱃노래', '트로이카', '카추샤', '빨간 사라판' 등은 추운 나라인 OOO의 민요이다.",러시아,
꽁꽁,각국의 통화가치를 고정시키지 않고 외환시장의 수급상태에 따라 자유로이 변동하는 것을 OOOOO라 한다.,변동환율제,
꽁꽁,"각성 작용이 있어 졸음을 쫓아주고 정신을 맑게 해주는 물질이다 커피나 홍차, 콜라 등에 들어있으며 다량 섭취할 경우, 손의 떨림을 유발하고 세밀한 운동 감각을 저하시키는 성분은 OOO이다.",카페인,
꽁꽁,"각저총, 감신총, 수렵총 등은 삼국중 OOO의 유물이다.",고구려,
꽁꽁,각종 객관식 시험에서 주로 사용하는 자료 입력 방식은 무엇인가?,OMR,
꽁꽁,각주자가 자신의 코스만을 달릴 수 있게 한 주로를 OOO 코스라고 한다,"새퍼릿,세퍼릿",
꽁꽁,각질세포에 쌓이며 쌓이면서 몸세포에 엄청난 피해를주는 이균은 ○○○○증 이다.,뮤코다당,
꽁꽁,간과 쓸개를 내높고 서로에게 내보인다는 뜻으로 서로 마음을 터놓고 친밀히 사귄다는 의미의 한자어는?,간담상조,
꽁꽁,"간단한 선으로 대상을 단순화하여 나타내는 현대적인 표현. 카툰(cartoon), 캐리커쳐 등이 있다 무엇인가?",만화,
꽁꽁,간담상조라는 사자성어는 00(韓愈)의 유자후묘지명(柳子厚墓誌銘) 에 나온다.,한유,
꽁꽁,間宅의 독음은 무엇인가?,간택,
꽁꽁,간디등을 중심으로 영국의 지배에서 벗어나려는 독립운동이 일어났던 이 나라는 OO이다.,인도,
꽁꽁,간사한 꾀로 남을 농락하는 것을 OOOO(朝三暮四)라 한다.,조삼모사,
꽁꽁,간사한 꾀로 남을 속여 농락함을 이르는 말인 조삼모사 와 관련 있는 동물은?,원숭이,
꽁꽁,"간석기를 사용하고 농업, 목축을 시작하였으며 씨족사회와 국가를 형성한 시대는 `OOO 시대`이다.",신석기,
꽁꽁,"간이나 피하의 결합조직, 장간막, 근육 사이 등에 축적되고, 그후 필요에 따라 분해되어 에너지원으로 쓰이는 영양소는?",지방,
꽁꽁,"간장과 뇌수로 땅바닥을 칠한다,",간뇌도지 肝腦途地,
꽁꽁,간장과 뇌수로 땅바닥을 칠한다는 뜻의 사자성어,간뇌도지,
꽁꽁,墾切의 독음은?,간절,
꽁꽁,간접민주정치에서 국민들이 정치에 참여하는 가장 기본적인 방법은 대표자를 선출하는 과정인 OO이다.,선거,
꽁꽁,간접세에 속하지 않는것은?,소득세,
꽁꽁,看做의 독음은?,간주,
꽁꽁,간질환의 일종이다 간세포의 장애와 결합조직의 증가에 의하여 간이 경화(굳어짐) 축소되는 질환은 OOOO 이다,간경변증,
꽁꽁,間歇 : 간헐 攻駁,공박,
꽁꽁,"간혹 젊은이와 어른사이에 ""세대""차이가 난다는 말을 한다. 그럼 한 세대는 몇년일까?",30년,
꽁꽁,"갈 때는 무겁고, 올 때는 가벼운 것은?",밥상,
꽁꽁,갈등과 대립이 최고조에 이르며 주제가 드러나는 소설의 구성 단계는?,절정,
꽁꽁,갈릴레이의 제자로 유리관과 수은으로 과학사상 처음으로 진공을 만든 과학자는?,토리첼리,
꽁꽁,"갈림길이 많아서 양을 잃어버리다""""곧 본 뜻이나 목적을 망각하고 지엽적이고 단편적인 것에 집착하게 되면 얻고자 하는 것을 얻을수 없다는 말은?",다기망양,
꽁꽁,갈수록 하얘지는 것은?,백발,
꽁꽁,갈치를 토막내어 늙은 호박과 함께 넣고 끓인 갈치국은 어느 지방의 향토 음식인가?,제주도,
꽁꽁,감 한 접은 몇 개인가?,100개,
꽁꽁,감각적 경험과 유용성을 중시하고 경험주의와 실용주의의 선구자였던 사람은?,소피스트,
꽁꽁,感慨의 독음은?,감개,
꽁꽁,감기'를 가리키는 순 우리말은?,고뿔,
꽁꽁,감기를 순 우리말로는 무엇이라 하는가?,고뿔,
꽁꽁,감기의 순 우리말은 OO이다.,고뿔,
꽁꽁,감독 메리안 C.쿠퍼에 의해 제작된 것으로 정글에서 온 거대하고 괴물 같은 고릴라를 등장시켰던 영화는?,킹콩,
꽁꽁,感想를 읽으면?,감상,
꽁꽁,감상의 가치가 있는 돌을 일컫는 말이다. 아름다운 모양이나 신기한 형태를 가지고 있어 감상용으로 가치가 있는 자연석을 00 이라 한다.,수석,
꽁꽁,감성적과 반대되는 용어는 무엇인가?,독창적,
꽁꽁,감식요법 또는 식사요법이라고도 한다. 질병을 치료하기 위하여 식사를 조절하는 보조의료법을 OOOO이라 한다 .,식이요법,
꽁꽁,감염에 대하여 유리한 쪽으로 반응을 만들어 내는 역할을 함으로써 질병에 걸리지 않도록 해주는 것이다 전염성 질환을 예방하기 위하여 미생물 병원성을 제거하거나 약하게 하여 인체에 주사 또는 접종하는 것을 OOOO이라 한다.,예방접종,
꽁꽁,감염증의 예방으로 사람이나 동물을 자동적으로 면역하기 위하여 쓰이는 항원을 OO이라고 한다.,백신,
꽁꽁,감옥을 배경으로 자신의 안일만을 생각하는 인간의 비정함을 고발하는 김동인의 소설은?,태형,
꽁꽁,감은 감인데 못 먹는 감은?,영감,
꽁꽁,"감자처럼 생긴 식물이다. 당질, 인, 칼슘 등이 많이 함유되어 있어 영양가가 높으며, 주로 맑은 장국으로 끊여 추석에 먹는 국은 ○○국이다.",토란,
꽁꽁,鑑情의 독음은 OO이다.,감정,
꽁꽁,감정적이고 호화스러운 색채와 음악적 가락을 띠며 선명한 인상을 주는 색체?,화려체,
꽁꽁,"감치, 된장, 메주 등은 우리나라의 대표적인 OO식품이다.",발효,
꽁꽁,갑돌이와 갑순이가 결혼을 못하는 이유? (힌트 : ㄷㅅㅂㄷ),동성본동,
꽁꽁,갑신정변은 일본 ooo유신의 영향을 받아 일어났다.,메이지,
꽁꽁,갑오경장 이후 새로운 정부의 내정 개혁을 목적으로 하여 고종이 선포한 법의 이름은?,홍범 14조,
꽁꽁,갑오혁명의 전봉준 장군을 추모하는 파랑새요에서 전봉준 장군을 의미하는 꽃은?,녹두꽃,
꽁꽁,값싼 정부 최소의 정치가 최선의 정치 는 다음 어떤 국가와 관계있는 표현인가?,야경국가,
꽁꽁,갓 잡은 꽁치를 보름동안 찬 바람에 말렸다가 얼린 것을 무엇이라 하는가?,과메기,
꽁꽁,갓끈을 끊는 연회라는 뜻의 고사성어는 OOOO(絶纓之會)이다.,절영지회,
꽁꽁,갓은 갓인데 쓰지 못하는 것은?,쑥갓,
꽁꽁,갓은 갓인데 쓰지못하는 갓은?,쑥갓,
꽁꽁,갓을 끊는 연회라는 뜻의 고사성어는 OOOO이다.,절영지회,
꽁꽁,강감창은 00의 장군들을물리쳤다 여기서 00안에 들어갈 나라는 어디인가?,거란,
꽁꽁,강강술래'에서 강이란 원을 뜻하는 전라도 사투리이다. 그렇다면 술래의 뜻은 무엇인가?,경계한다,
꽁꽁,강나루 건너서 밀밭 길을 구름에 0 가듯이 가는 나그네'의 0에 알맞은 말은?,달,
꽁꽁,강도와 탄성을 요구하는 스프링 및 와이어에 많이 사용되는 조직은 OOOOO이다?,소르바이트,
꽁꽁,강동 6주를 설치함으로써 압록강 이남의 국토를 완전히 회복하게 된 것은 어느 시대인가?,고려시대,
꽁꽁,강력한 러시아를 외쳤으며 키가작은 이 러시아 대통령은 00이다,푸틴,
꽁꽁,강렬한 눈빛이 특징적이며 미국 시민권을 포기하지 않아 군입대 발언을 번복한 이 가수는?,유승준,
